post_id,brand,post_text,post_type,publish_time,likes_count,shares_count,comments_count,reactions_breakdown,hashtags,post_url,crawl_source
1387032766783062,highlands,"🇻🇳 “Hòa Bình – Biện Pháp Đạo Hàm của Sự Tương Quan” 
©️ Báo Người Lao Động

Cùng tìm đọc và sưu tầm đặc san “Hòa Bình – Biện Pháp Đạo Hàm của Sự Tương Quan” trên báo Người Lao Động, số ra ngày 29/4/2026, để có cơ hội nhận ngay 01 ly giữ nhiệt Âu Lạc!🥤

Tìm hiểu chương trình Sưu tập Đặc san - Đổi bình Âu Lạc ngay: https://www.facebook.com/share/p/1BK9DPG5HQ/

#Highlands #ViTuDo #ChatVanHoa #NgayThongNhat",unknown,2026-04-29 15:00:46,69,4,0,"{'like': 67, 'total': 67}","Highlands,ViTuDo,ChatVanHoa,NgayThongNhat",https://www.facebook.com/highlandscoffeevietnam/posts/pfbid0GRsPAbbaAa2ySwSzx9vNyJzSXCL981cV4xiRbTtrA7vMzJcBdFACrnPyvCQELLqCl,apify-update
1386838400135832,highlands,"🇻🇳 ""Hoà Bình Là Âm Điệu Của Sự Hồn Nhiên” 
©️ Báo Thanh Niên

Cùng tìm đọc và sưu tầm đặc san “Hoà Bình Là Âm Điệu Của Sự Hồn Nhiên” của Báo Thanh Niên, số ra ngày 27/4/2026, để có cơ hội nhận ngay 01 ly giữ nhiệt Âu Lạc!🥤

Tìm hiểu chương trình Sưu tập Đặc san - Đổi bình Âu Lạc ngay: https://www.facebook.com/share/p/1BK9DPG5HQ/

#Highlands #ViTuDo #ChatVanHoa #NgayThongNhat",unknown,2026-04-29 09:55:43,51,1,0,"{'like': 49, 'total': 49}","Highlands,ViTuDo,ChatVanHoa,NgayThongNhat",https://www.facebook.com/highlandscoffeevietnam/posts/pfbid0tPtg7knixKf2SYsicU2G6kZkxvgVSLVbZupc2Zh3HHzjALCfZN5ZXQsJf9uYTHDdl,apify-update
1386647560154916,highlands,"🇻🇳 ""NHỊP ĐIỆU CỦA SỰ XA XỈ MANG TÊN HOÀ BÌNH"" 
©️ Tạp chí Doanh Nhân Sài Gòn
 
Tìm đọc trọn vẹn và sưu tầm đặc san “Nhịp điệu của sự xa xỉ mang tên hoà bình” của tạp chí Doanh Nhân Sài Gòn, số ra ngày 25/4/2026, để có cơ hội nhận ngay 01 ly giữ nhiệt Âu Lạc!🥤

Tìm hiểu chương trình Sưu tập Đặc san - Đổi bình Âu Lạc ngay: https://www.facebook.com/share/p/1BK9DPG5HQ/
#Highlands #ViTuDo #ChatVanHoa #NgayThongNhat",unknown,2026-04-29 04:11:09,66,3,11,"{'like': 64, 'total': 64}","Highlands,ViTuDo,ChatVanHoa,NgayThongNhat",https://www.facebook.com/highlandscoffeevietnam/posts/pfbid0WuocKKGEFpV85TZSM1wEbfwchn2Cfpx8D7MKydBDveceWQRybb3C9bnay8NfJ9Mil,apify-update
-5616965584923661399,phuc_long,"Cùng tui khui Blind Box và nhảy cùng ly mới Phúc Long nhaaaaa.
#XéLyRinhQuà #PhúcLong58Năm #SinhNhậtPhúcLong,",video,2026-02-27 09:00:22,0,0,0,,"XéLyRinhQuà,PhúcLong58Năm,SinhNhậtPhúcLong",https://www.facebook.com/PhuclongCoffeeandTea/posts/-5616965584923661399,uc_chrome
5595748947530598996,phuc_long,"Ly giấy mới của Phúc Long lên sóng là nhảy phải bắt trend liền ngay. 
Mau ghé Phúc Long để Xé Ly Rinh Quà nha mọi người ơiii
… Xem thêm",video,2026-02-27 09:00:22,144000,0,0,,,https://www.facebook.com/PhuclongCoffeeandTea/posts/5595748947530598996,fill-detail-page
3070701906807225915,phuc_long,"Cuối tuần, tụi mình hẹn nhau ra bến tàu chill một chút nha 
… Xem thêm",photo,2026-02-27 09:00:22,0,0,0,,,https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid02TQZoVaHC1MEpY3aZjHNNr1UEnWs1us9HDZ4BnBUWy9G7boXR13CLb3ByvyV1LmNSl?__cft__[0]=AZZ1sBt8n5CEd2L4KYAek5aTnbzsCtr8SO-21QbL1MU9r0xdPn9FGarckMolvIBou3-CNHOi2Av6Z1mIf82jcScNlCTMQ4C7FWmKmhF2pbPLeE68j3EMG7wndn9Jf_CLb_jf8OcKhCwFpzocmJuTL8eB03xSSC6vzoODUpbPOZw_gNhL6G4qG9QPuS63Mwn7DGE&__tn__=%2CO%2CP-R,uc_chrome
-5827672328176056306,phuc_long,Tìm đâu một chốn bình yên...… Xem thêm,video,2026-02-27 09:00:22,0,0,0,,,https://www.facebook.com/PhuclongCoffeeandTea/posts/-5827672328176056306,uc_chrome
1410016654503941,phuc_long,"📣📣📣Tin nóng
Hiện tại Phúc Long đã tìm ra hơn 10 chủ nhân may mắn trúng quà lớn, 
Mấy bà vô điểm danh cho tui biết nhaaaa 🥰🥰🥰",unknown,2026-05-08 12:00:45,451,2,191,"{'like': 450, 'total': 450}",,https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0P7g4532AxuvpAc6pLUPh8UDX33TobhjHyacDKpNor6HRenfKKrMuFu9SgbY3YPG5l,apify-update
-7879259592274776380,highlands,CÓ HẸN GIỜ CHIỀU - CHỌN TEAM NÀO CHO “IU”? … Xem thêm,photo,2026-03-06 05:00:08,0,0,0,,,https://www.facebook.com/highlandscoffeevietnam/posts/pfbid02zHcTVKw5GKQCWvXyvQaTgbzRPpUeR4ZkXGXej55QUjTTo1XXXmFrgqE8WLFGgszRl?__cft__[0]=AZYdaZZz6elk3bYbUx4rb2Umz-OVLkmH9c-OIL69sEWUx5PcDc94AF5GTf2Y9qx_nHSgZg-HS_BbueAJQHNeyI92DxDJTqj1v2IQ83sOAMyHePWtaDwnM8EwGcFmMFcg5Fz8Vi0rKYVA1oJU8TBd3ogLa0Dv-vfTSgkS5d4knjt98MsB6XddJU3tYrC_LJ9JUuk&__tn__=%2CO%2CP-R,uc_chrome
-7484029715365383036,highlands,HÚT MATCHAĐI - TĂNG MOOD NĂNG LƯỢNG … Xem thêm,photo,2026-03-06 05:00:08,0,0,0,,,https://www.facebook.com/highlandscoffeevietnam/posts/pfbid02Xp7oFpMpPX1ybqUTSn94caeKq4C2qEjX2ZsMvLSZUvdtrivhyQbDPUg5AknRpx8al?__cft__[0]=AZb-Et_wXDmbBosMUl6JAvEMJqKwwt_mwD1biyNdV_2_kvD3eXmcBWyHoCRzcwTFF_fl4GJDM_1G3nNHkZ8UcwQxipmB1olpqmeDsims5Hvzg0QOenrhvJn48y0voqZNmxA6c1UpbtsBQCejLT364VdV6Ya6D_Nxs4QgJkW9hZq73IPIF3LA2D3nikTa7oisYLM&__tn__=%2CO%2CP-R,uc_chrome
1402257705279836,phuc_long,"Tối nay 30/04 tại Phúc Long Thủ Thiêm WaterBus, hẹn bạn một chiếc view xem pháo bông cực chill 🎆",unknown,2026-04-30 05:02:49,227,4,18,"{'like': 226, 'total': 226}",,https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid02gPtr2vxs2HuEVdFS1hJ2phdGpgMmvenRJMeDMmPQLJCAfWxnpPPu27tkQX65pf3Jl,apify-update
1401480835357523,phuc_long,Cảm xúc ngày đầu đi làm lại của bạn thế nào...?,unknown,2026-04-28 13:50:41,109,5,7,"{'like': 109, 'total': 109}",,https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0jywXkEdgzm7wwk9ideGNP6EEYoAV9m8EL5FqMx7v93gN4hhjmVeq5KZAqAQU5Ufrl,apify
1386127063540299,highlands,"LỄ NÀY VI VU MIỀN TRUNG, GHÉ HIGHLANDS CHỌN ĐÚNG GU - CHILL ĐÚNG MOOD 🎉

Nếu Đà Nẵng – Hội An – Huế là lựa chọn du lịch cho kỳ nghỉ lễ dài lần này, thì Highlands Coffee sẽ là “trạm dừng chân” giúp hành trình của bạn thêm chill, thêm ngon và luôn đúng gu 💛

📍 Highlands Nguyễn Văn Thoại (Đà Nẵng)
Nằm ngay trục biển sôi động, nơi bạn có thể “nạp lại năng lượng” thật nhanh trước khi tiếp tục một ngày vi vu hết mình
📍 Highlands VTV8 2 (Đà Nẵng)
Tọa lạc bên cạnh Đài Truyền hình VTV8, chuẩn địa điểm thưởng thức cà phê và ngắm nhìn nhịp sống thành phố Đà Nẵng
📍 Highlands Nguyễn Phúc Chu (Hội An)
Một góc nhỏ nhìn ra phố cổ, đủ yên để chậm lại, đủ xinh để lưu lại những khoảnh khắc rất riêng của Hội An
📍 Highlands VTV8 (Huế)
Nơi tuyệt vời để cảm nhận nét trầm mặc và thong thả rất riêng của Huế

Lưu lại những tọa độ đón lễ này, ghé Highlands nhâm nhi hương vị quen thuộc và đừng quên “check-in” cùng Ly Âu Lạc phiên bản mới cho các dòng Trà, Freeze và Espresso lạnh cỡ Lớn 💛

Một chiếc ly mang cảm hứng văn hóa, đi cùng hành trình khám phá để mọi khoảnh khắc tại Highlands đều đáng nhớ 🎉

#HighlandsCoffee",unknown,2026-04-28 13:02:37,181,11,7,"{'like': 179, 'total': 179}",HighlandsCoffee,https://www.facebook.com/highlandscoffeevietnam/posts/pfbid032jaj69cPGdTzUBmSSpNJNSw6ir8Wd6Jz1bfLv1anZXcMmX3ZtpoNwGWCLeucYnLbl,apify-update
-1723463654995346302,highlands,"Đánh thức góc phố Bạch Đằng cùng diện mạo mới từ Highlands Indochina 
… Xem thêm",photo,2026-03-06 05:00:08,0,0,0,,,https://www.facebook.com/highlandscoffeevietnam/posts/pfbid02ZvDREQ9rJsJqPCD78FsKaCaGKiU7WXMZE7HDvB7hQkVqyjdcznPWMxKFBHb6avUul?__cft__[0]=AZa5bjOOm1A2btxp60YkTIgWw6iI2RkQXalodg4JPfVEPIHbs-globNDdDxlUOS9Y4BLChnjUNGPJXcexKjfd9IJ_pEoGJUh4kzru4R4E9maidYSNMqsROUl0ymrmAHarMKOd3NSIPHyxGrYQot4C_yTg_nw8BMKE872lSN5oGjodZoFki2TURQEA7-HgUty08M&__tn__=%2CO%2CP-R,uc_chrome
4638258261783523612,highlands,"DẠO BƯỚC NHẬT BẢN NGAY TẠI HIGHLANDS MATCHA BAR  
M… Xem thêm",video,2026-03-06 05:00:08,0,0,0,,,https://www.facebook.com/highlandscoffeevietnam/posts/4638258261783523612,uc_chrome
-6715284373431785001,katinat,"Phong vị mùa hè gói trọn trong Sữa Chua Tằm đã sẵn sàng, mời Katies ghé thưởng thức nha",video,2026-03-28 13:07:51,0,0,0,,,https://www.facebook.com/katinat.vn/posts/-6715284373431785001,uc_chrome
949192081142986,katinat,"KATINAT CHÍNH THỨC RA MẮT BỘ SƯU TẬP LY 30/4 “DỆT GẤM VÓC TỰ HÀO” 🇻🇳

Hòa chung không khí kỷ niệm 51 năm Ngày Giải phóng miền Nam, thống nhất đất nước, KATINAT chính thức ra mắt Bộ Sưu Tập Ly “Dệt Gấm Vóc Tự Hào”, được lấy cảm hứng từ hình ảnh “Non Sông Liền Một Dải”, cùng niềm tự hào về nét đẹp văn hóa nổi bật của 3 miền Bắc – Trung – Nam, như những mảnh ghép tạo nên một dải gấm vóc rực rỡ tự hào! 

Mang sắc đỏ từ màu cờ Tổ quốc, Bộ Sưu Tập Ly 30/4 “Dệt Gấm Vóc Tự Hào” điểm xuyết với chiếc cover ôm trọn thân ly qua hình ảnh một dải khăn được dệt nên từ những họa tiết văn hóa nổi bật của mọi miền. Từ họa tiết Sen Tiên của Lụa Hà Đông, Thổ cẩm Mường, Cổ áo Nhật Bình, Khăn Rằn, đến nét mộc mạc, bình dị của những người phụ nữ miền Tây Nam Bộ trong những bộ Đồ Bông thân thương, gửi gắm trọn tình yêu quê hương đất nước.

🇻🇳 Bộ Sưu Tập Ly “Dệt Gấm Vóc Tự Hào” sẽ được phục vụ thay thế cho ly size L trên toàn hệ thống KATINAT từ 18.04.2026, với 02 phiên bản giới hạn cùng cover đặc biệt sẽ được phục vụ ngẫu nhiên. Mời Katies lên lịch ghé KATINAT để sở hữu chiếc ly mang đậm nét tự hào và thưởng thức các phong vị độc đáo từ nông sản Việt nha!",unknown,2026-04-16 09:12:54,17975,350,686,"{'like': 17975, 'total': 17000}",,https://www.facebook.com/katinat.vn/posts/pfbid02ZyvcCeLUzffr25ptqwnNtdgyUfqmxWddaqqR4TKjb7TLgYViihwSVgTDkYvJhACwl,apify
1352757250229882,phuc_long,"🐝HƯƠNG MẬT ĐỦ ĐẦY - CHỜ NGÀY ƯƠM SẮC ✨

Từ những đóa hoa rừng nồng nàn nắng mới, đến những giọt mật tinh khiết sánh đậm. 
Từ những tán cây xanh mướt, đến tép bưởi tươi thanh mát. 
Từ tinh túy đất mẹ, đến tinh nghệ sạch lành. 
Từ nắng gió đồng xa, đến sắc vàng óng ả của Nhụy hoa nghệ tây. 
Từ những đồi trà bạt ngàn, đến hương vị ngọt thơm của nền Hồng Trà Mật Ong.

Khu vườn Phúc Long mang tên “Hương Mật Ươm Sắc” đã sẵn sàng chiêu đãi Tâm Giao bằng sắc vị của thiên nhiên mang đến những món nước ngọt lành tốt cho sức khoẻ.

✨ Hồng Trà Bưởi Mật Ong: Thơm dậy vị, thanh mát. 
✨ Hồng Trà Sữa Yến Mạch Mật Ong: Béo bùi dịu nhẹ, đậm đà khó quên. 
✨ Cà Phê Curcumin Mật Ong: Dung hòa tinh tế, đậm vị bừng tỉnh. 

Các món sẽ được phục vụ với thạch Collagen Nhuỵ Hoa Nghệ Tây sần sật, vàng óng,  là món quà tuyệt vời cho cả làn da và sức khỏe.

Nhấp một ngụm để cảm nhận cả khu vườn hương sắc, để thiên nhiên vỗ về và đánh thức vẻ đẹp rạng rỡ của riêng bạn.

Khu vườn “Hương Mật Ươm Sắc” chờ đón Tâm Giao từ 04.03.2026!

#PhúcLong #HươngMậtƯơmSắc #BeauTEA #VẻĐẹpTừBênTrong",unknown,2026-03-01 11:00:50,16633,271,306,"{'like': 16633, 'total': 16000}","PhúcLong,HươngMậtƯơmSắc,BeauTEA,VẻĐẹpTừBênTrong",https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0zMKhvo1sPJ1zkSpzXpF5aaZHawdBaDkyy6GNrgWTPcABEmHBTMnV1FeTCsmmHYZPl,apify
943755595019968,katinat,"KATINAT CHÍNH THỨC RA MẮT PHONG VỊ MỚI COCO MATCHA! 🥥

Tinh tuyển từ dư vị trăm năm Nhật Bản trứ danh, Matcha KATINAT tiếp tục mở ra một hành trình chinh phục phong vị mới, vừa quen vừa lạ với Coco Matcha, chính thức ra mắt từ 11.04.2026 ✨

Coco Matcha ngon nhất khi Katies thưởng thức trực tiếp từ miệng ly, để cảm nhận lớp foam Matcha bồng bềnh, mịn mướt mang tầng vị Umami béo mượt của Matcha từ vùng Shizuoka, Nhật Bản, cùng hậu vị hạt dẻ rang thơm bùi tan nhẹ ngay đầu lưỡi, tiếp nối cho vị ngọt tự nhiên, dễ chịu từ nước dừa xiêm thanh mát. Điểm xuyết cùng topping Dừa Sợi mềm dẻo với vị nguyên bản từ xứ dừa Bến Tre, khép lại trải nghiệm hài hoà, tròn vị khi thưởng thức. 💚

🥥 Mời Katies ghé KATINAT trải nghiệm Coco Matcha và cảm nhận phong vị Matcha mới mượt mà, thanh mát từ 11.04.2026 nhé!",unknown,2026-04-09 09:01:05,14095,146,406,"{'like': 14095, 'total': 14000}",,https://www.facebook.com/katinat.vn/posts/pfbid02pHGRDho12ojbGoq39CRjuNwtWerq9GFyH9pRndeLfLMgjALKjPb2C8fDayrnovs1l,apify-update
1396025925903014,phuc_long,"Phúc Long ""alo"", Tâm Giao “trả lời”... cùng xúng xính “dẫy” Hội Mơ Đào thôi nào!!!

Chị Mơ đã lung linh, em Đào cũng đẹp xinh, đang chờ cả nhà đến Phúc Long chơi hội. Vẫn là những nguyên liệu đặc sản, nhưng ở Hội Mơ Đào, một hương vị mới mẻ đã được ""Ủ"" nên:

✨ Trà Sữa Đông Phương Thạch Mơ Đào: Nền trà Đông Phương Mỹ Nhân là dòng Ô Long đặc biệt, với kỹ thuật lên men sâu, thoảng nốt hương mật ong và hoa chín tự nhiên, tạo nên vị trà sữa êm mượt, kèm chút ""tinh nghịch"" vui miệng từ thạch Mơ Đào dai giòn. 
✨ Trà Đông Phương Mơ Đào: Vừa có nốt chua nhẹ từ Mơ ngâm, vừa có hương Đào thanh mát. Tất cả hoà cùng vị ngọt hậu của trà Đông Phương Mỹ Nhân đặc sản.
✨ Cà Phê Mơ Đào: Dành cho những “Mỹ Nhân” sành điệu, vị cà phê đậm đà cùng trái cây thanh mát, để lại dư vị chua ngọt dịu nhẹ.

Ba món nước mới được Phúc Long gửi gắm tâm ý, hứa hẹn sẽ là người bạn đồng hành tuyệt vời cho chuyến chơi Hội rực rỡ này. 

Chính thức “lên kệ” 24.04.2026!!!

#PhúcLong  #HộiMơĐào #HươngSắcVịNghệ",unknown,2026-04-22 10:35:50,10212,188,193,"{'like': 8410, 'total': 10000}","PhúcLong,HộiMơĐào,HươngSắcVịNghệ",https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid02eKKsyx6aG8b178NYhGgBMT3zew4k2fbXcqxzd5qZ6d759MJmm7TSBRPpm9faus8rl,apify-update
1377669251072015,phuc_long,"COMBO 3 BEST-SELLER CHỈ 99K - THÁNG MỚI ĐẬM VỊ, THƯỞNG TRÀ THẢ GA! 🥤

""Bật mood"" tháng mới bằng một bữa tiệc trà đậm đà cùng hội! Phúc Long khao deal hời để cả hội cùng chill.

Combo 3 ly best-seller giá chỉ 99K✨
Combo 1: Hồng Trà Sữa + Trà Sữa Phúc Long + Trà Sữa Ô Long
Combo 2: Lucky Tea + Trà Sữa Ô Long + Hồng Trà Sữa

💌 Thời gian áp dụng: 03-04.04.2026
🚨 Số lượng ưu đãi có giới hạn 
📍 Phạm vi: Áp dụng toàn quốc 
📲 Mở app ShopeeFood đặt liền tay, nhấn ngay: https://shopeefood.vn/u/545yXE9 

#PhúcLong #Combo99K #ShopeeFood",unknown,2026-03-31 13:02:03,5468,114,340,"{'like': 5468, 'total': 5400}","PhúcLong,Combo99K,ShopeeFood",https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0wTFPntUidCJA7rCNU72mTH1jxGSULyDRaWKMvAtMEFgYkvmHAz1sGKdMKMrSbNEzl,apify
1373478534824420,phuc_long,"BỮA SÁNG NHANH GỌN – NĂNG LƯỢNG TRỌN NGÀY

Bạn bắt đầu buổi sáng bận rộn nhưng vẫn muốn một bữa ăn đủ đầy và chất lượng? Phúc Long mang đến giải pháp đơn giản mà trọn vị – gói gọn chỉ trong một combo.

☕ Cà Phê đậm vị và Trà Sữa đậm đà cùng đánh thức tinh thần
 🥖 Bánh mì nóng giòn tiếp thêm năng lượng

Đặc biệt phiên bản Bánh Mì Thập Cẩm Phúc Long nay được nâng cấp nguyên liệu thịt bên trong: sử dụng thịt ủ mát MeatDeli cao cấp, giúp bánh mì thơm ngon và chuẩn vị hơn.

⏰ Áp dụng trước 10:00 sáng hàng ngày tại cửa hàng Phúc Long trên toàn quốc. (Ngoại lệ: không áp dụng tại các cửa hàng Phúc Long Sân Bay, Tòa nhà Techcombank, WiN và Winlife)

#BánhMìPhúcLong #PhúcLong #ỦVịTâmGiao #ComboSáng",unknown,2026-03-26 13:00:12,4880,45,35,"{'like': 4880, 'total': 4800}","BánhMìPhúcLong,PhúcLong,ỦVịTâmGiao,ComboSáng",https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0c2kGANPSVSYEU6tJfc7TNn4tuDZmZTovLZsEU7jiX7yEdxepLefg6fEZgSCwXDvpl,apify
1392497119589228,phuc_long,"💖 MINIGAME: Truy tìm món mới - Nhận ngay Voucher URBOX 200K!!!

Hành trình Hương Sắc Vị Nghệ là hành trình Phúc Long gìn giữ nghệ thuật trà Việt, từ nguồn nguyên liệu, tiêu chuẩn tuyển chọn khắt khe đến kỹ thuật pha chế chuẩn xác. Tiếp nối hành trình tôn vinh nét đẹp ấy, Phúc Long chính thức mở lối cho các ""Mỹ nhân"" bước vào Hội Lớn - nơi hội tụ những tâm hồn đồng điệu, cùng say mê vị trà Việt. 

Cánh cửa của Hội Lớn Phúc Long chuẩn bị mở, bạn đã sẵn sàng để trở thành những thành viên đầu tiên chinh phục thử thách chưa?

👉 Thử thách dành cho bạn là đoán đúng thành phần có trong BST lần này mang tên bắt đầu bằng ""Đ___"".

🎁 10 bạn ngẫu nhiên may mắn nhất có đáp án đúng và làm đủ các bước sau sẽ nhận ngay Voucher URBOX 200K.

✨ CÁCH THAM GIA:
1️⃣ Follow Fanpage Phúc Long Heritage
2️⃣ Comment: Tên ""thành phần"" + Tag 2 người bạn
3️⃣ Share bài viết này về trang cá nhân ở chế độ công khai

⏰ Thời gian diễn ra từ 18/04/2026 - 23/04/2026 
📣 Công bố kết quả vào ngày 28/04/2024 dưới phần bình luận của bài đăng này
Mọi quyết định của BTC là cuối cùng và không thay đổi.

Tiếng yêu này của Phúc Long, các “Mỹ Nhân” có dịch được không? 🤫 

#PhúcLong #HươngSắcVịNghệ #HộiLớnPhúcLong #Urbox",unknown,2026-04-18 04:00:38,4178,1601,1903,"{'like': 4178, 'total': 4100}","PhúcLong,HươngSắcVịNghệ,HộiLớnPhúcLong,Urbox",https://www.facebook.com/phuclongcoffeeandtea/posts/pfbid0qnxq5fkBwuHtmhgZmUnAj6BDLAm5FbTpVTEA1bUgsZqCWvyauu3dwZHDzoqCXLX8l,apify
1363474129138926,highlands,"😜 CÁ THÁNG TƯ - HIGHLANDS LÊN DEAL! 

🤔 Không một cú lừa, Highlands Coffee lên deal cực xịn dành cho Chúng Mình: Tặng ngay 01 ly Nước Ngon cỡ Nhỏ cùng dòng khi mua 01 Nước bất kỳ cỡ Lớn.

📌 Điều kiện áp dụng:
- Áp dụng sản phẩm các dòng Cà Phê Phin, Espresso, PhinĐI, Freeze, Trà, Trà Sữa (không áp dụng các sản phẩm theo mùa).
- Thời gian áp dụng: Từ ngày 01/04 - 03/04/2026. (*)

👉 Mời bạn ghé Highlands gần nhất để được Highlands mời thật nha!!

#HighlandsCoffee",unknown,2026-03-31 14:01:43,3838,322,1101,"{'like': 3838, 'total': 3800}",HighlandsCoffee,https://www.facebook.com/highlandscoffeevietnam/posts/pfbid0C2D2av851drsPJurkT6QzK9mPD7XAeY8bSkxP7Zw4PjgsZhn75c3txGAoLAzxw8Tl,apify
1392580152894990,highlands,"HIGHLANDS GỬI NGỌT NGÀO NHÂN NGÀY CỦA MẸ ✨💖

💐 Mừng Ngày của Mẹ 10/05, Highlands lên deal tặng ngay 01 Nước Ngon cùng dòng cỡ Nhỏ khi mua 01 Nước bất kỳ thuộc dòng Trà/Freeze cỡ Lớn!! (*)

📅 Áp dụng trong 03 ngày duy nhất: Từ ngày 08 - 10/05/2026.

👩‍👧Một ly cho bạn, một ly tặng mẹ. Niềm vui nhân đôi, yêu thương thêm đầy 💖

Ghé Highlands ngay cùng Chúng Mình đón ngày của Mẹ 😌

#HighlandsCoffee #MothersDay",unknown,2026-05-06 09:00:03,3684,353,569,"{'like': 3669, 'total': 52}","HighlandsCoffee,MothersDay",https://www.facebook.com/highlandscoffeevietnam/posts/pfbid02c1DVu5HLDxoR7KUQiB7g1YN3LM8dUyQd4coNqFqFdi5tWUn1vV8KCZSSF8rbYRzrl,apify-update
955520320510162,katinat,"SẮM KHĂN RẰN “DỆT GẤM VÓC TỰ HÀO” DIỆN LỄ 30/4 🇻🇳

Gợi ý phụ kiện Khăn Rằn không thể thiếu cho “outfit” chơi Lễ của Katies thêm trọn vẹn, săn ngay trong Combo Hạnh Phúc trên APP KATINAT, gồm:
👉 01 Khăn Rằn “Dệt Gấm Vóc Tự Hào” cùng 01 lựa chọn thức uống bất kì: Trà Vải (L)/ Coco Matcha (S)/ Trà Sữa Chôm Chôm (L) chỉ với 130K (Giá gốc 154K).
⏰ Ưu đãi áp dụng đến hết ngày 04/05/2026, sở hữu ngay để hoà tinh thần đi chơi Lễ nào Katies ơi!

👉 Săn tại APP KATINAT:",unknown,2026-04-24 09:09:08,3362,24,48,"{'like': 3362, 'total': 3300}",,https://www.facebook.com/katinat.vn/posts/pfbid02xdisLjoFHAw4Pcesm1rgkptPTuSfpPiHqEVssb6L8oMZr5vLi6grNCLzzRzPBmrKl,apify-update
952278840834310,katinat,"ĐÓN KHOẢNH KHẮC TỰ HÀO MỪNG LỄ 30/4 TẠI KATINAT BẾN BẠCH ĐẰNG! 🇻🇳

Tận hưởng ngày vui Thống nhất và ""phiêu"" những khúc ca hào hùng, vang vọng non sông, thắp sáng niềm tự hào dân tộc tại KATINAT Bến Bạch Đằng thôi Katies ơi! 🔥🔥

Để tận hưởng trọn vẹn khoảnh khắc bên người thân yêu, KATINAT chính thức mở bán Combo đặc biệt dành riêng cho đêm 30/04/2026, với 02 lựa chọn phù hợp với gu thưởng thức của Katies:​
🎀 Combo Phiêu Zone A chỉ với 389K ​
Khu vực ghế ngồi thoáng mát với tầm nhìn “phiêu” trực diện hướng thẳng sông Sài Gòn, và thưởng thức trọn vẹn Phiêu Show trong sắc đỏ ngập tràn, gồm: ​
– 01 thức uống Best-seller KATINAT size L (Trà Sữa Chôm Chôm/ Trà Sữa Oolong Ba Lá/ Trà Đào Hồng Đài/ Cóc Cóc Đác Đác). ​
– 01 Bánh Phô Mai Tan Chảy  ​
– 01 Bánh Tráng Nướng Xốt Tôm  ​
– 01 Chai Nước Suối ​

🎀 Combo Phiêu Zone B chỉ với 299K​
Khu vực ghế ngồi gần gũi, không gian bao quát cùng tận hưởng giai điệu hào hùng, gồm:​
– 01 thức uống Best-seller KATINAT size L (Trà Sữa Chôm Chôm/ Trà Sữa Oolong Ba Lá/ Trà Đào Hồng Đài/ Cóc Cóc Đác Đác). ​
– 01 Bánh Phô Mai Tan Chảy  ​
– 01 Chai nước suối ​

🎶 Live Acoustic Phiêu Show sẽ diễn ra từ 18:00 - 20:00 ngày 30/04/2026!​
👉 Phiếu Combo đã được mở bán chính thức từ 20/04/2026, Katies có thể săn ngay tại: https://ticket.katinat.vn/

**Lưu ý: ​
- Phiếu chỉ bán online, không bán trực tiếp tại cửa hàng.​
- Miễn phí vé vào cổng cho trẻ em dưới 1m khi có người lớn đi cùng (không nhận combo và vòng tay), trẻ em cao trên 1m giá vé được tính bằng người lớn. ​
- Thời gian áp dụng vé từ 17:00 đến 21:00 ngày 30/04/2026. ​
- Vé chỉ được áp dụng duy nhất tại KATINAT Bến Bạch Đằng - 10B Đường Tôn Đức Thắng, Phường Sài Gòn. ​
- Số lượng vé có hạn, Katies nhớ tranh thủ săn sớm nha!",unknown,2026-04-20 09:25:16,3135,17,27,"{'like': 3135, 'total': 3100}",,https://www.facebook.com/katinat.vn/posts/pfbid02WeWmFihcrLFiLDZfZyTEr6jW4nrgDRtGUVi6qtaa6op7HbSFCGaGQPZmR851p6n1l,apify
1373061674846838,highlands,"🖤 MỪNG VALENTINE ĐEN - HIGHLANDS KHAO DEAL ĐẬM

🤙😎 Mừng Black Valentine, Highlands lên deal nước “đôi” để độc thân vẫn được chiều chuộng !!

✨ Tặng ngay 01 Nước Ngon cùng dòng cỡ Nhỏ khi mua 01 Nước bất kỳ thuộc dòng Trà/Freeze cỡ Lớn!! (*)
(Không áp dụng thức uống theo mùa)

📅 Áp dụng trong 03 ngày duy nhất: Từ ngày 13 - 15/04/2026.

Tình chưa tới nhưng nước ngon deal xịn thì ngại gì mà không tới Highlands! 💃🔥

#HighlandsCoffee #BlackValentine",unknown,2026-04-12 14:00:54,3095,382,609,"{'like': 3095, 'total': 3000}","HighlandsCoffee,BlackValentine",https://www.facebook.com/highlandscoffeevietnam/posts/pfbid02d49zwQ4g6WqtTSbSC952D779G4wK8siy4TX1UeWy51Vz6mECoK7mvghSaubHefyCl,apify
